"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,1,2,3,0,11,12,13
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESuperior","services","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Alto",2,2,3,5,0,17,18,17
"GP","F","Age-Joven","U","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",3,2,3,1,32,14,13,14
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Malo","FreeT-Bajo",2,1,2,1,8,14,15,16
"GP","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,2,3,4,6,11,13,14
"GP","M","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","services","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Medio",3,1,2,3,0,10,9,11
"GP","M","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,1,2,5,0,13,14,16
"GP","F","Age-Joven","U","GT3","A","Medu-ESecundaria","Fedu-ESecundaria","health","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Bueno","FreeT-Medio",3,1,3,3,10,12,13,14
"GP","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Muy Bajo",3,1,5,3,6,9,9,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","services","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,2,6,12,12,13
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,3,0,12,11,12
"GP","M","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","other","other","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,4,5,5,16,10,11,12
"GP","M","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,3,4,5,0,11,10,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,3,0,13,12,12
"GP","F","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-ESuperior","services","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,5,8,14,15,16
"GP","M","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","teacher","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",3,1,2,5,4,13,13,14
"GP","M","Age-Muy Joven","R","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","teacher","other","home","father","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",4,3,5,3,16,10,11,12
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","teacher","home","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",4,2,3,2,30,14,15,16
"GP","F","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",2,1,2,3,0,11,10,11
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","health","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,1,5,2,2,14,14,15
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,1,3,4,4,11,12,12
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,1,3,1,0,14,15,15
"GP","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",2,1,2,3,21,13,13,13
"GP","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","reputation","mother","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Medio",5,1,1,5,6,13,13,13
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","at_home","services","home","mother","TvlT-Bajo","StuT-Alto","Fail-Muy Bajo","no","yes","yes","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,3,4,5,14,8,9,8
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-EPrimaria","services","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Malo","FreeT-Medio",3,2,2,4,2,11,11,12
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Malo","FreeT-Medio",2,1,1,1,4,14,15,15
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",2,1,4,5,2,12,13,13
"GP","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",2,1,1,4,0,11,12,12
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","reputation","other","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,3,4,12,12,12
"GP","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",5,4,5,3,15,13,12,12
"GP","F","Age-Muy Joven","U","GT3","A","Medu-E5toA9no","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",4,1,1,4,0,13,13,13
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,2,4,5,10,12,11,11
"GP","F","Age-Joven","R","LE3","T","Medu-ESuperior","Fedu-ESuperior","services","other","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Bajo",1,1,2,3,6,12,11,11
"GP","F","Age-Joven","U","LE3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,3,1,2,14,16,15
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Alto",5,2,4,1,16,11,9,10
"GP","M","Age-Mayor","U","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","services","health","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Bajo",4,2,4,4,10,10,10,10
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","other","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Medio",3,1,4,3,4,12,13,13
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","at_home","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,4,0,12,12,13
"GP","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","services","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",5,1,2,5,0,11,10,11
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",4,1,1,5,12,12,12,12
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","services","teacher","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","no","no","no","yes","yes","yes","no","FamR-Malo","FreeT-Medio",1,1,1,3,0,13,13,14
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Alto","no","yes","yes","no","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",3,5,5,4,9,10,9,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Medio",2,1,1,5,4,15,16,16
"GP","F","Age-Mayor","R","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",3,1,1,4,4,8,8,8
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,3,3,2,17,18,17
"GP","M","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-ESecundaria","services","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,3,3,0,10,11,11
"GP","M","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,4,5,3,2,9,10,11
"GP","F","Age-Joven","U","GT3","A","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Bajo",3,1,2,3,0,15,15,16
"GP","F","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","health","other","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Bajo",3,1,2,3,0,14,12,12
"GP","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",2,1,1,1,0,12,13,13
"GP","M","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,1,3,2,0,13,13,13
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","other","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",4,2,4,1,0,13,13,14
"GP","M","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Alto",2,1,1,5,2,9,9,9
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","other","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",3,1,3,2,0,12,12,12
"GP","M","Age-Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",2,5,5,4,0,16,16,16
"GP","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",2,1,1,5,4,9,10,10
"GP","F","Age-Muy Joven","U","GT3","A","Medu-ESuperior","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",3,1,2,5,0,14,13,13
"GP","F","Age-Mayor","U","LE3","A","Medu-E5toA9no","Fedu-ESuperior","services","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,18,10,10,10
"GP","F","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","no","yes","yes","yes","FamR-Excelente","FreeT-Medio",1,1,1,5,16,9,8,10
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",1,1,1,3,14,8,7,7
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","at_home","course","other","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","yes","no","no","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,2,2,1,26,7,8,8
"GP","M","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",1,1,2,5,6,10,8,9
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Alto",2,1,1,3,4,14,14,15
"GP","F","Age-Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,2,4,10,11,10,10
"GP","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","no","yes","no","FamR-Excelente","FreeT-Medio",5,1,2,5,4,12,11,11
"GP","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Malo","FreeT-Muy Bajo",1,1,1,3,2,13,13,13
"GP","F","Age-Joven","R","LE3","A","Medu-EPrimaria","Fedu-ESuperior","other","other","course","other","TvlT-Muy Alto","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",4,1,1,5,14,9,9,8
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","no","yes","no","FamR-Excelente","FreeT-Muy Alto",4,3,5,2,16,8,7,8
"GP","F","Age-Joven","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","no","no","yes","no","FamR-Bueno","FreeT-Muy Bajo",2,1,1,1,8,11,9,10
"GP","F","Age-Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,3,5,4,15,14,15
"GP","F","Age-Joven","U","LE3","A","Medu-ESuperior","Fedu-E5toA9no","teacher","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,4,4,15,14,14
"GP","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","health","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Malo","FreeT-Muy Alto",5,1,4,5,8,15,15,15
"GP","M","Age-Joven","R","LE3","A","Medu-ESuperior","Fedu-ESuperior","teacher","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",3,2,3,4,0,12,12,12
"GP","M","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Alto",5,1,1,3,7,14,14,15
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","services","services","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","yes","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",2,1,2,5,4,14,15,15
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","yes","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",1,1,4,5,2,11,11,12
"GP","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","father","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,1,2,13,14,15
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","other","home","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,2,3,5,10,11,11,11
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","no","no","no","no","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,4,10,10,9,10
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","other","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",4,1,1,3,10,12,10,11
"GP","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,4,7,15,16,16
"GP","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",4,1,2,5,4,11,10,11
"GP","M","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",2,1,1,2,2,9,12,13
"GP","M","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","services","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Alto","no","no","no","no","no","no","yes","yes","FamR-Excelente","FreeT-Alto",5,5,5,1,12,7,8,5
"GP","M","Age-Mayor","R","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,3,5,8,10,9,10
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ENinguna","Fedu-E5toA9no","other","other","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,2,4,5,0,11,12,11
"GP","M","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",5,2,4,5,8,7,8,7
"GP","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","other","reputation","other","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","yes","yes","no","no","no","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,3,2,4,9,11,10
"GP","M","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Medio","no","no","no","no","no","no","yes","no","FamR-Bueno","FreeT-Bajo",5,2,5,5,4,7,8,6
"GP","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","no","no","FamR-Bueno","FreeT-Medio",2,1,3,3,2,14,13,12
"GP","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",2,2,4,5,0,12,12,13
"GP","M","Age-Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","health","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,2,5,0,9,10,10
"GP","F","Age-Mayor","U","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,1,3,5,2,12,12,13
"GP","F","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","services","reputation","mother","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",3,1,1,4,2,14,15,17
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,5,0,10,10,11
"GP","M","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","services","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","no","no","no","yes","no","no","yes","no","FamR-Muy Bueno","FreeT-Alto",5,4,4,5,4,11,10,11
"GP","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,1,3,5,2,11,12,14
"GP","F","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","at_home","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,2,3,3,4,11,12,14
